Pt,T,Vf,Im,Vu,Sig,Ach,IERange,Over,Temp
35,7.2,-1.91786E-001,-1.35104E-009,0.00000E+000,-1.91900E-001,-1.19978E-004,4,..........., 0.01
36,7.4,-2.01586E-001,-1.65105E-009,0.00000E+000,-2.01900E-001,8.00223E-005,4,..........., 0.01
37,7.6,-2.11786E-001,-1.99907E-009,0.00000E+000,-2.11900E-001,8.00223E-005,4,..........., 0.01
38,7.8,-2.21586E-001,-2.39508E-009,0.00000E+000,-2.21900E-001,8.00223E-005,4,..........., 0.01
39,8,-2.31786E-001,-2.82510E-009,0.00000E+000,-2.31900E-001,8.00223E-005,4,..........., 0.01
40,8.2,-2.41586E-001,-3.28312E-009,0.00000E+000,-2.41900E-001,8.00223E-005,4,..........., 0.01
41,8.4,-2.51786E-001,-3.76714E-009,0.00000E+000,-2.51900E-001,-3.19978E-004,4,..........., 0.01
42,8.6,-2.61586E-001,-4.25115E-009,0.00000E+000,-2.61900E-001,8.00223E-005,4,..........., 0.01
43,8.8,-2.71786E-001,-4.72517E-009,0.00000E+000,-2.71900E-001,8.00223E-005,4,..........., 0.01
44,9,-2.81686E-001,-5.18119E-009,0.00000E+000,-2.81900E-001,8.00223E-005,4,..........., 0.01
45,9.2,-2.91786E-001,-5.60321E-009,0.00000E+000,-2.91900E-001,8.00223E-005,4,..........., 0.01
46,9.4,-3.01586E-001,-5.99522E-009,0.00000E+000,-3.01900E-001,8.00223E-005,4,..........., 0.01
47,9.6,-3.11386E-001,-6.34523E-009,0.00000E+000,-3.11900E-001,-3.19978E-004,4,..........., 0.01
48,9.8,-3.21786E-001,-6.66325E-009,0.00000E+000,-3.21900E-001,8.00223E-005,4,..........., 0.01
49,10,-3.31786E-001,-6.94726E-009,0.00000E+000,-3.31900E-001,8.00223E-005,4,..........., 0.01
50,10.2,-3.41586E-001,-7.19327E-009,0.00000E+000,-3.41900E-001,8.00223E-005,4,..........., 0.01
51,10.4,-3.51586E-001,-7.41527E-009,0.00000E+000,-3.51900E-001,8.00223E-005,4,..........., 0.01
52,10.6,-3.61586E-001,-7.61528E-009,0.00000E+000,-3.61900E-001,8.00223E-005,4,..........., 0.01
53,10.8,-3.71786E-001,-7.78729E-009,0.00000E+000,-3.71900E-001,8.00223E-005,4,..........., 0.01
54,11,-3.81786E-001,-7.94129E-009,0.00000E+000,-3.81900E-001,8.00223E-005,4,..........., 0.01
55,11.2,-3.91786E-001,-8.09930E-009,0.00000E+000,-3.91900E-001,8.00223E-005,4,..........., 0.01
56,11.4,-4.01786E-001,-8.23331E-009,0.00000E+000,-4.01900E-001,8.00223E-005,4,..........., 0.01
57,11.6,-4.11786E-001,-8.36931E-009,0.00000E+000,-4.11900E-001,8.00223E-005,4,..........., 0.01
58,11.8,-4.21386E-001,-8.49132E-009,0.00000E+000,-4.21900E-001,8.00223E-005,4,..........., 0.01
59,12,-4.31786E-001,-8.61532E-009,0.00000E+000,-4.31900E-001,8.00223E-005,4,..........., 0.01
60,12.2,-4.41586E-001,-8.74333E-009,0.00000E+000,-4.41900E-001,8.00223E-005,4,..........., 0.01
61,12.4,-4.51786E-001,-8.86933E-009,0.00000E+000,-4.51900E-001,8.00223E-005,4,..........., 0.01
62,12.6,-4.61586E-001,-8.99934E-009,0.00000E+000,-4.61900E-001,8.00223E-005,4,..........., 0.01
63,12.8,-4.71786E-001,-9.13134E-009,0.00000E+000,-4.71900E-001,8.00223E-005,4,..........., 0.01
64,13,-4.81786E-001,-9.28335E-009,0.00000E+000,-4.81900E-001,8.00223E-005,4,..........., 0.01
65,13.2,-4.91586E-001,-9.43135E-009,0.00000E+000,-4.91900E-001,8.00223E-005,4,..........., 0.01
66,13.4,-5.01686E-001,-9.59536E-009,0.00000E+000,-5.01900E-001,8.00223E-005,4,..........., 0.01
67,13.6,-5.11386E-001,-9.76736E-009,0.00000E+000,-5.11900E-001,8.00223E-005,4,..........., 0.01
68,13.8,-5.21586E-001,-9.96537E-009,0.00000E+000,-5.21900E-001,8.00223E-005,4,..........., 0.01
69,14,-5.31786E-001,-1.01734E-008,0.00000E+000,-5.31900E-001,8.00223E-005,4,..........., 0.01
70,14.2,-5.41586E-001,-1.04074E-008,0.00000E+000,-5.41900E-001,8.00223E-005,4,..........., 0.01
71,14.4,-5.51786E-001,-1.06594E-008,0.00000E+000,-5.51900E-001,8.00223E-005,4,..........., 0.01
72,14.6,-5.61586E-001,-1.09194E-008,0.00000E+000,-5.61900E-001,8.00223E-005,4,..........., 0.01
73,14.8,-5.71786E-001,-1.12074E-008,0.00000E+000,-5.71900E-001,8.00223E-005,4,..........., 0.01
74,15,-5.81586E-001,-1.15074E-008,0.00000E+000,-5.81900E-001,8.00223E-005,4,..........., 0.01
75,15.2,-5.91586E-001,-1.18274E-008,0.00000E+000,-5.91900E-001,8.00223E-005,4,..........., 0.01
76,15.4,-6.01786E-001,-1.21515E-008,0.00000E+000,-6.01900E-001,8.00223E-005,4,..........., 0.01
77,15.6,-5.91786E-001,-1.16634E-008,0.00000E+000,-5.91900E-001,8.00223E-005,4,..........., 0.01
78,15.8,-5.81586E-001,-1.12594E-008,0.00000E+000,-5.81900E-001,8.00223E-005,4,..........., 0.01
79,16,-5.71786E-001,-1.09154E-008,0.00000E+000,-5.71900E-001,8.00223E-005,4,..........., 0.01
80,16.2,-5.61586E-001,-1.05994E-008,0.00000E+000,-5.61900E-001,8.00223E-005,4,..........., 0.01
81,16.4,-5.51786E-001,-1.03194E-008,0.00000E+000,-5.51900E-001,8.00223E-005,4,..........., 0.01
82,16.6,-5.41786E-001,-1.00554E-008,0.00000E+000,-5.41900E-001,8.00223E-005,4,..........., 0.01
83,16.8,-5.31786E-001,-9.81137E-009,0.00000E+000,-5.31900E-001,8.00223E-005,4,..........., 0.01
84,17,-5.21586E-001,-9.58336E-009,0.00000E+000,-5.21900E-001,-3.19978E-004,4,..........., 0.01
85,17.2,-5.11786E-001,-9.36735E-009,0.00000E+000,-5.11900E-001,8.00223E-005,4,..........., 0.01
86,17.4,-5.01786E-001,-9.16334E-009,0.00000E+000,-5.01900E-001,8.00223E-005,4,..........., 0.01
87,17.6,-4.91786E-001,-8.96733E-009,0.00000E+000,-4.91900E-001,8.00223E-005,4,..........., 0.01
88,17.8,-4.81786E-001,-8.78533E-009,0.00000E+000,-4.81900E-001,8.00223E-005,4,..........., 0.01
89,18,-4.71786E-001,-8.60732E-009,0.00000E+000,-4.71900E-001,8.00223E-005,4,..........., 0.01
90,18.2,-4.61586E-001,-8.43931E-009,0.00000E+000,-4.61900E-001,8.00223E-005,4,..........., 0.01
91,18.4,-4.51786E-001,-8.27331E-009,0.00000E+000,-4.51900E-001,8.00223E-005,4,..........., 0.01
92,18.6,-4.41586E-001,-8.10530E-009,0.00000E+000,-4.41900E-001,8.00223E-005,4,..........., 0.01
93,18.8,-4.31786E-001,-7.95329E-009,0.00000E+000,-4.31900E-001,8.00223E-005,4,..........., 0.01
94,19,-4.21586E-001,-7.79129E-009,0.00000E+000,-4.21900E-001,8.00223E-005,4,..........., 0.01
95,19.2,-4.11786E-001,-7.63528E-009,0.00000E+000,-4.11900E-001,8.00223E-005,4,..........., 0.01
96,19.4,-4.01786E-001,-7.47928E-009,0.00000E+000,-4.01900E-001,8.00223E-005,4,..........., 0.01
97,19.6,-3.91786E-001,-7.30527E-009,0.00000E+000,-3.91900E-001,8.00223E-005,4,..........., 0.01
98,19.8,-3.81586E-001,-7.13526E-009,0.00000E+000,-3.81900E-001,8.00223E-005,4,..........., 0.01
99,20,-3.71786E-001,-6.95126E-009,0.00000E+000,-3.71900E-001,8.00223E-005,4,..........., 0.01
100,20.2,-3.61586E-001,-6.75125E-009,0.00000E+000,-3.61900E-001,8.00223E-005,4,..........., 0.01
101,20.4,-3.51786E-001,-6.53724E-009,0.00000E+000,-3.51900E-001,8.00223E-005,4,..........., 0.01
102,20.6,-3.41586E-001,-6.30723E-009,0.00000E+000,-3.41900E-001,8.00223E-005,4,..........., 0.01
103,20.8,-3.31786E-001,-6.05522E-009,0.00000E+000,-3.31900E-001,8.00223E-005,4,..........., 0.01
104,21,-3.21786E-001,-5.77521E-009,0.00000E+000,-3.21900E-001,8.00223E-005,4,..........., 0.01
105,21.2,-3.11786E-001,-5.47120E-009,0.00000E+000,-3.11900E-001,8.00223E-005,4,..........., 0.01
106,21.4,-3.01786E-001,-5.14719E-009,0.00000E+000,-3.01900E-001,8.00223E-005,4,..........., 0.01
107,21.6,-2.91786E-001,-4.79317E-009,0.00000E+000,-2.91900E-001,8.00223E-005,4,..........., 0.01
108,21.8,-2.81786E-001,-4.41916E-009,0.00000E+000,-2.81900E-001,8.00223E-005,4,..........., 0.01
109,22,-2.71786E-001,-4.01114E-009,0.00000E+000,-2.71900E-001,8.00223E-005,4,..........., 0.01
110,22.2,-2.61586E-001,-3.60713E-009,0.00000E+000,-2.61900E-001,8.00223E-005,4,..........., 0.01
111,22.4,-2.51786E-001,-3.19111E-009,0.00000E+000,-2.51900E-001,8.00223E-005,4,..........., 0.01
112,22.6,-2.41786E-001,-2.78110E-009,0.00000E+000,-2.41900E-001,8.00223E-005,4,..........., 0.01
113,22.8,-2.31986E-001,-2.37908E-009,0.00000E+000,-2.31900E-001,8.00223E-005,4,..........., 0.01
114,23,-2.21786E-001,-1.99907E-009,0.00000E+000,-2.21900E-001,8.00223E-005,4,..........., 0.01
115,23.2,-2.11786E-001,-1.64705E-009,0.00000E+000,-2.11900E-001,8.00223E-005,4,..........., 0.01
116,23.4,-2.01586E-001,-1.33504E-009,0.00000E+000,-2.01900E-001,8.00223E-005,4,..........., 0.01
117,23.6,-1.91986E-001,-1.05503E-009,0.00000E+000,-1.91900E-001,-3.19978E-004,4,..........., 0.01
118,23.8,-1.81786E-001,-8.15021E-010,0.00000E+000,-1.81900E-001,8.00223E-005,4,..........., 0.01
119,24,-1.71786E-001,-6.09014E-010,0.00000E+000,-1.71900E-001,8.00223E-005,4,..........., 0.01
120,24.2,-1.61786E-001,-4.39007E-010,0.00000E+000,-1.61900E-001,8.00223E-005,4,..........., 0.01
121,24.4,-1.51786E-001,-2.95002E-010,0.00000E+000,-1.51900E-001,8.00223E-005,4,..........., 0.01
122,24.6,-1.41786E-001,-1.86997E-010,0.00000E+000,-1.41900E-001,8.00223E-005,4,..........., 0.01
123,24.8,-1.31986E-001,-1.00994E-010,0.00000E+000,-1.31900E-001,8.00223E-005,4,..........., 0.01
124,25,-1.21786E-001,-2.49912E-011,0.00000E+000,-1.21900E-001,8.00223E-005,4,..........., 0.01
125,25.2,-1.11786E-001,2.10106E-011,0.00000E+000,-1.11900E-001,8.00223E-005,4,..........., 0.01
126,25.4,-1.01786E-001,5.70120E-011,0.00000E+000,-1.01900E-001,8.00223E-005,4,..........., 0.01
127,25.6,-9.17862E-002,9.30134E-011,0.00000E+000,-9.19000E-002,8.00223E-005,4,..........., 0.01
128,25.8,-8.17862E-002,1.11014E-010,0.00000E+000,-8.19000E-002,8.00223E-005,4,..........., 0.01
129,26,-7.17862E-002,1.27015E-010,0.00000E+000,-7.19000E-002,8.00223E-005,4,..........., 0.01
130,26.2,-6.17862E-002,1.37015E-010,0.00000E+000,-6.19000E-002,8.00223E-005,4,..........., 0.01
131,26.4,-5.17862E-002,1.45015E-010,0.00000E+000,-5.19000E-002,8.00223E-005,4,..........., 0.01
132,26.6,-4.17862E-002,1.59016E-010,0.00000E+000,-4.19000E-002,-3.19978E-004,4,..........., 0.01
133,26.8,-3.17862E-002,1.53016E-010,0.00000E+000,-3.19000E-002,8.00223E-005,4,..........., 0.01
134,27,-2.17862E-002,1.53016E-010,0.00000E+000,-2.19000E-002,8.00223E-005,4,..........., 0.01
135,27.2,-1.17862E-002,1.59016E-010,0.00000E+000,-1.19000E-002,8.00223E-005,4,..........., 0.01
136,27.4,-1.78621E-003,1.61016E-010,0.00000E+000,-1.89999E-003,8.00223E-005,4,..........., 0.01
137,27.6,8.21379E-003,1.61016E-010,0.00000E+000,8.10000E-003,8.00223E-005,4,..........., 0.01
138,27.8,1.80138E-002,1.57016E-010,0.00000E+000,1.81000E-002,8.00223E-005,4,..........., 0.01
139,28,2.80138E-002,1.57016E-010,0.00000E+000,2.81000E-002,8.00223E-005,4,..........., 0.01
140,28.2,3.86138E-002,1.61016E-010,0.00000E+000,3.81000E-002,8.00223E-005,4,..........., 0.01
141,28.4,4.82138E-002,1.59016E-010,0.00000E+000,4.81000E-002,8.00223E-005,4,..........., 0.01
142,28.6,5.79138E-002,1.63016E-010,0.00000E+000,5.81000E-002,8.00223E-005,4,..........., 0.01
143,28.8,6.84138E-002,1.53016E-010,0.00000E+000,6.81000E-002,8.00223E-005,4,..........., 0.01
144,29,7.80138E-002,1.57016E-010,0.00000E+000,7.81000E-002,8.00223E-005,4,..........., 0.01
145,29.2,8.82138E-002,1.61016E-010,0.00000E+000,8.81000E-002,8.00223E-005,4,..........., 0.01
146,29.4,9.84138E-002,1.61016E-010,0.00000E+000,9.81000E-002,8.00223E-005,4,..........., 0.01
147,29.6,1.08214E-001,1.63016E-010,0.00000E+000,1.08100E-001,8.00223E-005,4,..........., 0.01
148,29.8,1.18214E-001,1.61016E-010,0.00000E+000,1.18100E-001,8.00223E-005,4,..........., 0.01
149,30,1.28214E-001,1.61016E-010,0.00000E+000,1.28100E-001,8.00223E-005,4,..........., 0.01
150,30.2,1.38214E-001,1.69016E-010,0.00000E+000,1.38100E-001,8.00223E-005,4,..........., 0.01
151,30.4,1.48214E-001,1.69016E-010,0.00000E+000,1.48100E-001,8.00223E-005,4,..........., 0.01
152,30.6,1.58214E-001,1.79017E-010,0.00000E+000,1.58100E-001,8.00223E-005,4,..........., 0.01
153,30.8,1.67814E-001,1.83017E-010,0.00000E+000,1.68100E-001,8.00223E-005,4,..........., 0.01
154,31,1.78214E-001,1.93017E-010,0.00000E+000,1.78100E-001,8.00223E-005,4,..........., 0.01
155,31.2,1.88214E-001,2.01018E-010,0.00000E+000,1.88100E-001,8.00223E-005,4,..........., 0.01
156,31.4,1.98214E-001,2.17018E-010,0.00000E+000,1.98100E-001,8.00223E-005,4,..........., 0.01
157,31.6,2.08214E-001,2.21018E-010,0.00000E+000,2.08100E-001,8.00223E-005,4,..........., 0.01
158,31.8,2.18314E-001,2.33019E-010,0.00000E+000,2.18100E-001,8.00223E-005,4,..........., 0.01
159,32,2.27914E-001,2.41019E-010,0.00000E+000,2.28100E-001,8.00223E-005,4,..........., 0.01
160,32.2,2.38214E-001,2.45019E-010,0.00000E+000,2.38100E-001,8.00223E-005,4,..........., 0.01
161,32.4,2.48214E-001,2.47019E-010,0.00000E+000,2.48100E-001,8.00223E-005,4,..........., 0.01
162,32.6,2.58214E-001,2.47019E-010,0.00000E+000,2.58100E-001,8.00223E-005,4,..........., 0.01
163,32.8,2.68014E-001,2.49019E-010,0.00000E+000,2.68100E-001,8.00223E-005,4,..........., 0.01
164,33,2.78214E-001,2.47019E-010,0.00000E+000,2.78100E-001,8.00223E-005,4,..........., 0.01
165,33.2,2.88214E-001,2.47019E-010,0.00000E+000,2.88100E-001,8.00223E-005,4,..........., 0.01
166,33.4,2.98014E-001,2.49019E-010,0.00000E+000,2.98100E-001,-3.19978E-004,4,..........., 0.01
167,33.6,3.08214E-001,2.47019E-010,0.00000E+000,3.08100E-001,8.00223E-005,4,..........., 0.01
168,33.8,3.18014E-001,2.41019E-010,0.00000E+000,3.18100E-001,8.00223E-005,4,..........., 0.01
169,34,3.28214E-001,2.33019E-010,0.00000E+000,3.28100E-001,8.00223E-005,4,..........., 0.01
170,34.2,3.38014E-001,2.33019E-010,0.00000E+000,3.38100E-001,8.00223E-005,4,..........., 0.01
171,34.4,3.48214E-001,2.31019E-010,0.00000E+000,3.48100E-001,8.00223E-005,4,..........., 0.01
172,34.6,3.58014E-001,2.21018E-010,0.00000E+000,3.58100E-001,8.00223E-005,4,..........., 0.01
173,34.8,3.68214E-001,2.17018E-010,0.00000E+000,3.68100E-001,-4.19978E-004,4,..........., 0.01
174,35,3.78014E-001,2.21018E-010,0.00000E+000,3.78100E-001,8.00223E-005,4,..........., 0.01
175,35.2,3.88214E-001,2.15018E-010,0.00000E+000,3.88100E-001,-3.19978E-004,4,..........., 0.01
176,35.4,3.98214E-001,2.15018E-010,0.00000E+000,3.98100E-001,8.00223E-005,4,..........., 0.01
177,35.6,4.08214E-001,2.15018E-010,0.00000E+000,4.08100E-001,8.00223E-005,4,..........., 0.01
178,35.8,4.18214E-001,2.15018E-010,0.00000E+000,4.18100E-001,8.00223E-005,4,..........., 0.01
179,36,4.28114E-001,2.07018E-010,0.00000E+000,4.28100E-001,8.00223E-005,4,..........., 0.01
180,36.2,4.37714E-001,2.07018E-010,0.00000E+000,4.38100E-001,8.00223E-005,4,..........., 0.01
181,36.4,4.48214E-001,2.09018E-010,0.00000E+000,4.48100E-001,8.00223E-005,4,..........., 0.01
182,36.6,4.58214E-001,2.13018E-010,0.00000E+000,4.58100E-001,8.00223E-005,4,..........., 0.01
183,36.8,4.68214E-001,2.09018E-010,0.00000E+000,4.68100E-001,8.00223E-005,4,..........., 0.01
184,37,4.78014E-001,2.15018E-010,0.00000E+000,4.78100E-001,8.00223E-005,4,..........., 0.01
185,37.2,4.88214E-001,2.07018E-010,0.00000E+000,4.88100E-001,8.00223E-005,4,..........., 0.01
186,37.4,4.98214E-001,2.09018E-010,0.00000E+000,4.98100E-001,8.00223E-005,4,..........., 0.01
187,37.6,5.08214E-001,2.07018E-010,0.00000E+000,5.08100E-001,8.00223E-005,4,..........., 0.01
188,37.8,5.18014E-001,2.09018E-010,0.00000E+000,5.18100E-001,8.00223E-005,4,..........., 0.01
189,38,5.28214E-001,2.15018E-010,0.00000E+000,5.28100E-001,8.00223E-005,4,..........., 0.01
190,38.2,5.38014E-001,2.09018E-010,0.00000E+000,5.38100E-001,8.00223E-005,4,..........., 0.01
191,38.4,5.48214E-001,2.15018E-010,0.00000E+000,5.48100E-001,8.00223E-005,4,..........., 0.01
192,38.6,5.58214E-001,2.17018E-010,0.00000E+000,5.58100E-001,8.00223E-005,4,..........., 0.01
193,38.8,5.68214E-001,2.15018E-010,0.00000E+000,5.68100E-001,8.00223E-005,4,..........., 0.01
194,39,5.77414E-001,2.19018E-010,0.00000E+000,5.78100E-001,8.00223E-005,4,..........., 0.01
195,39.2,5.88014E-001,2.21018E-010,0.00000E+000,5.88100E-001,8.00223E-005,4,..........., 0.01
196,39.4,5.98214E-001,2.31019E-010,0.00000E+000,5.98100E-001,8.00223E-005,4,..........., 0.01
197,39.6,6.07914E-001,2.31019E-010,0.00000E+000,6.08100E-001,8.00223E-005,4,..........., 0.01
198,39.8,6.18314E-001,2.31019E-010,0.00000E+000,6.18100E-001,8.00223E-005,4,..........., 0.01
199,40,6.28014E-001,2.33019E-010,0.00000E+000,6.28100E-001,8.00223E-005,4,..........., 0.01
200,40.2,6.37914E-001,2.37019E-010,0.00000E+000,6.38100E-001,8.00223E-005,4,..........., 0.01
201,40.4,6.48014E-001,2.47019E-010,0.00000E+000,6.48100E-001,8.00223E-005,4,..........., 0.01
202,40.6,6.57814E-001,2.41019E-010,0.00000E+000,6.58100E-001,8.00223E-005,4,..........., 0.01
203,40.8,6.68014E-001,2.47019E-010,0.00000E+000,6.68100E-001,8.00223E-005,4,..........., 0.01
204,41,6.78014E-001,2.49019E-010,0.00000E+000,6.78100E-001,8.00223E-005,4,..........., 0.01
205,41.2,6.88014E-001,2.55020E-010,0.00000E+000,6.88100E-001,8.00223E-005,4,..........., 0.01
206,41.4,6.97914E-001,2.61020E-010,0.00000E+000,6.98100E-001,8.00223E-005,4,..........., 0.01
207,41.6,7.07914E-001,2.65020E-010,0.00000E+000,7.08100E-001,8.00223E-005,4,..........., 0.01
208,41.8,7.18014E-001,2.69020E-010,0.00000E+000,7.18100E-001,8.00223E-005,4,..........., 0.01
209,42,7.28014E-001,2.81021E-010,0.00000E+000,7.28100E-001,-3.19978E-004,4,..........., 0.01
210,42.2,7.38414E-001,2.89021E-010,0.00000E+000,7.38100E-001,8.00223E-005,4,..........., 0.01
211,42.4,7.48014E-001,3.07022E-010,0.00000E+000,7.48100E-001,8.00223E-005,4,..........., 0.01
212,42.6,7.57814E-001,3.21022E-010,0.00000E+000,7.58100E-001,8.00223E-005,4,..........., 0.01
213,42.8,7.68014E-001,3.43023E-010,0.00000E+000,7.68100E-001,8.00223E-005,4,..........., 0.01
214,43,7.78014E-001,3.77024E-010,0.00000E+000,7.78100E-001,8.00223E-005,4,..........., 0.01
215,43.2,7.88014E-001,4.13026E-010,0.00000E+000,7.88100E-001,8.00223E-005,4,..........., 0.01
216,43.4,7.98014E-001,4.61028E-010,0.00000E+000,7.98100E-001,8.00223E-005,4,..........., 0.01
