Pt,T,Vf,Im,Vu,Sig,Ach,IERange,Over,Temp
794,159,6.20214E-001,-5.69924E-011,0.00000E+000,6.20000E-001,8.00223E-005,4,..........., 0.01
795,159.2,6.09814E-001,-5.89925E-011,0.00000E+000,6.10000E-001,8.00223E-005,4,..........., 0.01
796,159.4,6.00014E-001,-5.89925E-011,0.00000E+000,6.00000E-001,8.00223E-005,4,..........., 0.01
797,159.6,5.90014E-001,-5.69924E-011,0.00000E+000,5.90000E-001,8.00223E-005,4,..........., 0.01
798,159.8,5.79914E-001,-6.29926E-011,0.00000E+000,5.80000E-001,8.00223E-005,4,..........., 0.01
799,160,5.70414E-001,-6.29926E-011,0.00000E+000,5.70000E-001,8.00223E-005,4,..........., 0.01
800,160.2,5.60014E-001,-6.29926E-011,0.00000E+000,5.60000E-001,8.00223E-005,4,..........., 0.01
801,160.4,5.50014E-001,-6.69928E-011,0.00000E+000,5.50000E-001,8.00223E-005,4,..........., 0.01
802,160.6,5.40014E-001,-6.49927E-011,0.00000E+000,5.40000E-001,8.00223E-005,4,..........., 0.01
803,160.8,5.30214E-001,-7.09929E-011,0.00000E+000,5.30000E-001,8.00223E-005,4,..........., 0.01
804,161,5.20014E-001,-6.69928E-011,0.00000E+000,5.20000E-001,8.00223E-005,4,..........., 0.01
805,161.2,5.10014E-001,-6.89928E-011,0.00000E+000,5.10000E-001,8.00223E-005,4,..........., 0.01
806,161.4,5.00214E-001,-7.09929E-011,0.00000E+000,5.00000E-001,8.00223E-005,4,..........., 0.01
807,161.6,4.90214E-001,-7.09929E-011,0.00000E+000,4.90000E-001,8.00223E-005,4,..........., 0.01
808,161.8,4.80014E-001,-7.29930E-011,0.00000E+000,4.80000E-001,8.00223E-005,4,..........., 0.01
809,162,4.69814E-001,-7.29930E-011,0.00000E+000,4.70000E-001,8.00223E-005,4,..........., 0.01
810,162.2,4.60014E-001,-7.69932E-011,0.00000E+000,4.60000E-001,8.00223E-005,4,..........., 0.01
811,162.4,4.49814E-001,-7.89932E-011,0.00000E+000,4.50000E-001,8.00223E-005,4,..........., 0.01
812,162.6,4.40014E-001,-8.29934E-011,0.00000E+000,4.40000E-001,8.00223E-005,4,..........., 0.01
813,162.8,4.29814E-001,-8.09933E-011,0.00000E+000,4.30000E-001,8.00223E-005,4,..........., 0.01
814,163,4.20214E-001,-8.29934E-011,0.00000E+000,4.20000E-001,8.00223E-005,4,..........., 0.01
815,163.2,4.10014E-001,-8.69935E-011,0.00000E+000,4.10000E-001,8.00223E-005,4,..........., 0.01
816,163.4,4.00014E-001,-8.49935E-011,0.00000E+000,4.00000E-001,-1.19978E-004,4,..........., 0.01
817,163.6,3.90014E-001,-8.89936E-011,0.00000E+000,3.90000E-001,8.00223E-005,4,..........., 0.01
818,163.8,3.80014E-001,-9.49938E-011,0.00000E+000,3.80000E-001,8.00223E-005,4,..........., 0.01
819,164,3.69814E-001,-9.49938E-011,0.00000E+000,3.70000E-001,-3.19978E-004,4,..........., 0.01
820,164.2,3.60014E-001,-9.89940E-011,0.00000E+000,3.60000E-001,8.00223E-005,4,..........., 0.01
821,164.4,3.50014E-001,-9.89940E-011,0.00000E+000,3.50000E-001,8.00223E-005,4,..........., 0.01
822,164.6,3.40014E-001,-9.69939E-011,0.00000E+000,3.40000E-001,8.00223E-005,4,..........., 0.01
823,164.8,3.30214E-001,-1.02994E-010,0.00000E+000,3.30000E-001,8.00223E-005,4,..........., 0.01
824,165,3.20214E-001,-1.02994E-010,0.00000E+000,3.20000E-001,8.00223E-005,4,..........., 0.01
825,165.2,3.09814E-001,-1.08994E-010,0.00000E+000,3.10000E-001,8.00223E-005,4,..........., 0.01
826,165.4,3.00014E-001,-1.12995E-010,0.00000E+000,3.00000E-001,8.00223E-005,4,..........., 0.01
827,165.6,2.90014E-001,-1.12995E-010,0.00000E+000,2.90000E-001,8.00223E-005,4,..........., 0.01
828,165.8,2.80014E-001,-1.18995E-010,0.00000E+000,2.80000E-001,8.00223E-005,4,..........., 0.01
829,166,2.69814E-001,-1.14995E-010,0.00000E+000,2.70000E-001,8.00223E-005,4,..........., 0.01
830,166.2,2.60014E-001,-1.18995E-010,0.00000E+000,2.60000E-001,8.00223E-005,4,..........., 0.01
831,166.4,2.50014E-001,-1.20995E-010,0.00000E+000,2.50000E-001,8.00223E-005,4,..........., 0.01
832,166.6,2.40214E-001,-1.26995E-010,0.00000E+000,2.40000E-001,8.00223E-005,4,..........., 0.01
833,166.8,2.29814E-001,-1.28995E-010,0.00000E+000,2.30000E-001,8.00223E-005,4,..........., 0.01
834,167,2.20014E-001,-1.32995E-010,0.00000E+000,2.20000E-001,8.00223E-005,4,..........., 0.01
835,167.2,2.10014E-001,-1.28995E-010,0.00000E+000,2.10000E-001,8.00223E-005,4,..........., 0.01
836,167.4,2.00014E-001,-1.36995E-010,0.00000E+000,2.00000E-001,8.00223E-005,4,..........., 0.01
837,167.6,1.90014E-001,-1.42996E-010,0.00000E+000,1.90000E-001,8.00223E-005,4,..........., 0.01
838,167.8,1.80214E-001,-1.42996E-010,0.00000E+000,1.80000E-001,8.00223E-005,4,..........., 0.01
839,168,1.70414E-001,-1.42996E-010,0.00000E+000,1.70000E-001,8.00223E-005,4,..........., 0.01
840,168.2,1.60014E-001,-1.44996E-010,0.00000E+000,1.60000E-001,8.00223E-005,4,..........., 0.01
841,168.4,1.50014E-001,-1.48996E-010,0.00000E+000,1.50000E-001,8.00223E-005,4,..........., 0.01
842,168.6,1.40014E-001,-1.46996E-010,0.00000E+000,1.40000E-001,8.00223E-005,4,..........., 0.01
843,168.8,1.30414E-001,-1.50996E-010,0.00000E+000,1.30000E-001,8.00223E-005,4,..........., 0.01
844,169,1.20014E-001,-1.48996E-010,0.00000E+000,1.20000E-001,8.00223E-005,4,..........., 0.01
845,169.2,1.10214E-001,-1.52996E-010,0.00000E+000,1.10000E-001,8.00223E-005,4,..........., 0.01
846,169.4,1.00014E-001,-1.52996E-010,0.00000E+000,1.00000E-001,8.00223E-005,4,..........., 0.01
847,169.6,9.04138E-002,-1.54996E-010,0.00000E+000,9.00000E-002,8.00223E-005,4,..........., 0.01
848,169.8,8.00138E-002,-1.50996E-010,0.00000E+000,8.00000E-002,8.00223E-005,4,..........., 0.01
849,170,6.98138E-002,-1.54996E-010,0.00000E+000,7.00000E-002,-3.19978E-004,4,..........., 0.01
850,170.2,6.00138E-002,-1.54996E-010,0.00000E+000,6.00000E-002,8.00223E-005,4,..........., 0.01
851,170.4,5.04138E-002,-1.58996E-010,0.00000E+000,5.00000E-002,8.00223E-005,4,..........., 0.01
852,170.6,4.02138E-002,-1.58996E-010,0.00000E+000,4.00000E-002,8.00223E-005,4,..........., 0.01
853,170.8,3.00138E-002,-1.60996E-010,0.00000E+000,3.00000E-002,8.00223E-005,4,..........., 0.01
854,171,2.00138E-002,-1.66997E-010,0.00000E+000,2.00000E-002,8.00223E-005,4,..........., 0.01
855,171.2,1.00138E-002,-1.66997E-010,0.00000E+000,1.00000E-002,8.00223E-005,4,..........., 0.01
856,171.4,2.13791E-004,-1.74997E-010,0.00000E+000,7.45058E-009,8.00223E-005,4,..........., 0.01
857,171.6,-9.98621E-003,-1.78997E-010,0.00000E+000,-1.00000E-002,8.00223E-005,4,..........., 0.01
858,171.8,-1.99862E-002,-1.82997E-010,0.00000E+000,-2.00000E-002,8.00223E-005,4,..........., 0.01
859,172,-2.97862E-002,-1.90998E-010,0.00000E+000,-3.00000E-002,8.00223E-005,4,..........., 0.01
860,172.2,-3.97862E-002,-2.00998E-010,0.00000E+000,-4.00000E-002,-3.19978E-004,4,..........., 0.01
861,172.4,-4.99862E-002,-2.12998E-010,0.00000E+000,-5.00000E-002,8.00223E-005,4,..........., 0.01
862,172.6,-5.97862E-002,-2.32999E-010,0.00000E+000,-6.00000E-002,8.00223E-005,4,..........., 0.01
863,172.8,-6.97862E-002,-2.59000E-010,0.00000E+000,-7.00000E-002,-2.19978E-004,4,..........., 0.01
864,173,-7.99862E-002,-2.91001E-010,0.00000E+000,-8.00000E-002,8.00223E-005,4,..........., 0.01
865,173.2,-8.97862E-002,-3.27003E-010,0.00000E+000,-9.00000E-002,8.00223E-005,4,..........., 0.01
866,173.4,-9.97862E-002,-3.75005E-010,0.00000E+000,-1.00000E-001,8.00223E-005,4,..........., 0.01
867,173.6,-1.09786E-001,-4.47007E-010,0.00000E+000,-1.10000E-001,8.00223E-005,4,..........., 0.01
868,173.8,-1.19786E-001,-5.19010E-010,0.00000E+000,-1.20000E-001,8.00223E-005,4,..........., 0.01
869,174,-1.29986E-001,-6.15014E-010,0.00000E+000,-1.30000E-001,8.00223E-005,4,..........., 0.01
870,174.2,-1.39786E-001,-7.37019E-010,0.00000E+000,-1.40000E-001,8.00223E-005,4,..........., 0.01
871,174.4,-1.49786E-001,-8.79024E-010,0.00000E+000,-1.50000E-001,8.00223E-005,4,..........., 0.01
872,174.6,-1.59986E-001,-1.05903E-009,0.00000E+000,-1.60000E-001,8.00223E-005,4,..........., 0.01
873,174.8,-1.70186E-001,-1.26504E-009,0.00000E+000,-1.70000E-001,-3.19978E-004,4,..........., 0.01
874,175,-1.79786E-001,-1.50505E-009,0.00000E+000,-1.80000E-001,8.00223E-005,4,..........., 0.01
875,175.2,-1.89586E-001,-1.79106E-009,0.00000E+000,-1.90000E-001,8.00223E-005,4,..........., 0.01
876,175.4,-1.99786E-001,-2.10507E-009,0.00000E+000,-2.00000E-001,-4.19978E-004,4,..........., 0.01
877,175.6,-2.09986E-001,-2.45708E-009,0.00000E+000,-2.10000E-001,8.00223E-005,4,..........., 0.01
878,175.8,-2.19786E-001,-2.85110E-009,0.00000E+000,-2.20000E-001,8.00223E-005,4,..........., 0.01
879,176,-2.29986E-001,-3.25112E-009,0.00000E+000,-2.30000E-001,8.00223E-005,4,..........., 0.01
880,176.2,-2.39986E-001,-3.67513E-009,0.00000E+000,-2.40000E-001,8.00223E-005,4,..........., 0.01
881,176.4,-2.49986E-001,-4.10315E-009,0.00000E+000,-2.50000E-001,8.00223E-005,4,..........., 0.01
882,176.6,-2.59786E-001,-4.53116E-009,0.00000E+000,-2.60000E-001,8.00223E-005,4,..........., 0.01
883,176.8,-2.69786E-001,-4.94318E-009,0.00000E+000,-2.70000E-001,8.00223E-005,4,..........., 0.01
884,177,-2.79986E-001,-5.33720E-009,0.00000E+000,-2.80000E-001,8.00223E-005,4,..........., 0.01
885,177.2,-2.89586E-001,-5.70321E-009,0.00000E+000,-2.90000E-001,8.00223E-005,4,..........., 0.01
886,177.4,-2.99786E-001,-6.04122E-009,0.00000E+000,-3.00000E-001,8.00223E-005,4,..........., 0.01
887,177.6,-3.10186E-001,-6.35123E-009,0.00000E+000,-3.10000E-001,8.00223E-005,4,..........., 0.01
888,177.8,-3.19786E-001,-6.62524E-009,0.00000E+000,-3.20000E-001,8.00223E-005,4,..........., 0.01
889,178,-3.29986E-001,-6.88525E-009,0.00000E+000,-3.30000E-001,8.00223E-005,4,..........., 0.01
890,178.2,-3.39986E-001,-7.10726E-009,0.00000E+000,-3.40000E-001,8.00223E-005,4,..........., 0.01
891,178.4,-3.49786E-001,-7.31327E-009,0.00000E+000,-3.50000E-001,8.00223E-005,4,..........., 0.01
892,178.6,-3.59786E-001,-7.49728E-009,0.00000E+000,-3.60000E-001,8.00223E-005,4,..........., 0.01
893,178.8,-3.70186E-001,-7.66528E-009,0.00000E+000,-3.70000E-001,-3.19978E-004,4,..........., 0.01
894,179,-3.79786E-001,-7.81529E-009,0.00000E+000,-3.80000E-001,8.00223E-005,4,..........., 0.01
895,179.2,-3.89586E-001,-7.95930E-009,0.00000E+000,-3.90000E-001,8.00223E-005,4,..........., 0.01
896,179.4,-3.99786E-001,-8.08930E-009,0.00000E+000,-4.00000E-001,8.00223E-005,4,..........., 0.01
897,179.6,-4.09586E-001,-8.21731E-009,0.00000E+000,-4.10000E-001,8.00223E-005,4,..........., 0.01
898,179.8,-4.19786E-001,-8.33931E-009,0.00000E+000,-4.20000E-001,8.00223E-005,4,..........., 0.01
899,180,-4.29786E-001,-8.46331E-009,0.00000E+000,-4.30000E-001,8.00223E-005,4,..........., 0.01
900,180.2,-4.39786E-001,-8.57732E-009,0.00000E+000,-4.40000E-001,8.00223E-005,4,..........., 0.01
901,180.4,-4.49786E-001,-8.70132E-009,0.00000E+000,-4.50000E-001,8.00223E-005,4,..........., 0.01
902,180.6,-4.59786E-001,-8.82333E-009,0.00000E+000,-4.60000E-001,8.00223E-005,4,..........., 0.01
903,180.8,-4.69686E-001,-8.95333E-009,0.00000E+000,-4.70000E-001,8.00223E-005,4,..........., 0.01
904,181,-4.79786E-001,-9.08934E-009,0.00000E+000,-4.80000E-001,8.00223E-005,4,..........., 0.01
905,181.2,-4.89786E-001,-9.22534E-009,0.00000E+000,-4.90000E-001,8.00223E-005,4,..........., 0.01
906,181.4,-4.99786E-001,-9.37535E-009,0.00000E+000,-5.00000E-001,8.00223E-005,4,..........., 0.01
907,181.6,-5.09586E-001,-9.53536E-009,0.00000E+000,-5.10000E-001,8.00223E-005,4,..........., 0.01
908,181.8,-5.19786E-001,-9.69936E-009,0.00000E+000,-5.20000E-001,8.00223E-005,4,..........., 0.01
909,182,-5.29786E-001,-9.87937E-009,0.00000E+000,-5.30000E-001,8.00223E-005,4,..........., 0.01
910,182.2,-5.39986E-001,-1.00674E-008,0.00000E+000,-5.40000E-001,8.00223E-005,4,..........., 0.01
911,182.4,-5.49586E-001,-1.02754E-008,0.00000E+000,-5.50000E-001,8.00223E-005,4,..........., 0.01
912,182.6,-5.59986E-001,-1.04974E-008,0.00000E+000,-5.60000E-001,8.00223E-005,4,..........., 0.01
913,182.8,-5.69586E-001,-1.07274E-008,0.00000E+000,-5.70000E-001,8.00223E-005,4,..........., 0.01
914,183,-5.79786E-001,-1.09774E-008,0.00000E+000,-5.80000E-001,8.00223E-005,4,..........., 0.01
915,183.2,-5.89586E-001,-1.12334E-008,0.00000E+000,-5.90000E-001,8.00223E-005,4,..........., 0.01
916,183.4,-5.99386E-001,-1.15134E-008,0.00000E+000,-6.00000E-001,8.00223E-005,4,..........., 0.01
917,183.6,-5.89786E-001,-1.10474E-008,0.00000E+000,-5.90000E-001,8.00223E-005,4,..........., 0.01
918,183.8,-5.79786E-001,-1.06914E-008,0.00000E+000,-5.80000E-001,8.00223E-005,4,..........., 0.01
919,184,-5.69586E-001,-1.03994E-008,0.00000E+000,-5.70000E-001,8.00223E-005,4,..........., 0.01
920,184.2,-5.59786E-001,-1.01474E-008,0.00000E+000,-5.60000E-001,8.00223E-005,4,..........., 0.01
921,184.4,-5.49786E-001,-9.89737E-009,0.00000E+000,-5.50000E-001,8.00223E-005,4,..........., 0.01
922,184.6,-5.39786E-001,-9.67136E-009,0.00000E+000,-5.40000E-001,8.00223E-005,4,..........., 0.01
923,184.8,-5.29986E-001,-9.46135E-009,0.00000E+000,-5.30000E-001,8.00223E-005,4,..........., 0.01
924,185,-5.19786E-001,-9.26335E-009,0.00000E+000,-5.20000E-001,8.00223E-005,4,..........., 0.01
925,185.2,-5.09786E-001,-9.07134E-009,0.00000E+000,-5.10000E-001,8.00223E-005,4,..........., 0.01
926,185.4,-4.99786E-001,-8.88733E-009,0.00000E+000,-5.00000E-001,8.00223E-005,4,..........., 0.01
927,185.6,-4.89786E-001,-8.70732E-009,0.00000E+000,-4.90000E-001,8.00223E-005,4,..........., 0.01
928,185.8,-4.79786E-001,-8.53932E-009,0.00000E+000,-4.80000E-001,8.00223E-005,4,..........., 0.01
929,186,-4.69586E-001,-8.36731E-009,0.00000E+000,-4.70000E-001,8.00223E-005,4,..........., 0.01
930,186.2,-4.59786E-001,-8.20130E-009,0.00000E+000,-4.60000E-001,8.00223E-005,4,..........., 0.01
931,186.4,-4.49786E-001,-8.03330E-009,0.00000E+000,-4.50000E-001,8.00223E-005,4,..........., 0.01
932,186.6,-4.39786E-001,-7.88929E-009,0.00000E+000,-4.40000E-001,8.00223E-005,4,..........., 0.01
933,186.8,-4.29786E-001,-7.72729E-009,0.00000E+000,-4.30000E-001,8.00223E-005,4,..........., 0.01
934,187,-4.19786E-001,-7.56728E-009,0.00000E+000,-4.20000E-001,-3.19978E-004,4,..........., 0.01
935,187.2,-4.09986E-001,-7.40527E-009,0.00000E+000,-4.10000E-001,-3.19978E-004,4,..........., 0.01
936,187.4,-3.99786E-001,-7.23927E-009,0.00000E+000,-4.00000E-001,-3.19978E-004,4,..........., 0.01
937,187.6,-3.89686E-001,-7.06126E-009,0.00000E+000,-3.90000E-001,8.00223E-005,4,..........., 0.01
938,187.8,-3.79986E-001,-6.88125E-009,0.00000E+000,-3.80000E-001,8.00223E-005,4,..........., 0.01
939,188,-3.69586E-001,-6.69125E-009,0.00000E+000,-3.70000E-001,8.00223E-005,4,..........., 0.01
940,188.2,-3.59786E-001,-6.47924E-009,0.00000E+000,-3.60000E-001,8.00223E-005,4,..........., 0.01
941,188.4,-3.49786E-001,-6.25523E-009,0.00000E+000,-3.50000E-001,8.00223E-005,4,..........., 0.01
942,188.6,-3.39786E-001,-6.00922E-009,0.00000E+000,-3.40000E-001,8.00223E-005,4,..........., 0.01
943,188.8,-3.29786E-001,-5.74521E-009,0.00000E+000,-3.30000E-001,8.00223E-005,4,..........., 0.01
944,189,-3.19786E-001,-5.45520E-009,0.00000E+000,-3.20000E-001,8.00223E-005,4,..........., 0.01
945,189.2,-3.09586E-001,-5.14319E-009,0.00000E+000,-3.10000E-001,8.00223E-005,4,..........., 0.01
946,189.4,-2.99786E-001,-4.80917E-009,0.00000E+000,-3.00000E-001,8.00223E-005,4,..........., 0.01
947,189.6,-2.89786E-001,-4.45516E-009,0.00000E+000,-2.90000E-001,8.00223E-005,4,..........., 0.01
948,189.8,-2.79986E-001,-4.08315E-009,0.00000E+000,-2.80000E-001,8.00223E-005,4,..........., 0.01
949,190,-2.69786E-001,-3.69513E-009,0.00000E+000,-2.70000E-001,-2.19978E-004,4,..........., 0.01
950,190.2,-2.59986E-001,-3.29912E-009,0.00000E+000,-2.60000E-001,8.00223E-005,4,..........., 0.01
951,190.4,-2.49986E-001,-2.90510E-009,0.00000E+000,-2.50000E-001,8.00223E-005,4,..........., 0.01
952,190.6,-2.39786E-001,-2.51909E-009,0.00000E+000,-2.40000E-001,8.00223E-005,4,..........., 0.01
953,190.8,-2.30186E-001,-2.14507E-009,0.00000E+000,-2.30000E-001,8.00223E-005,4,..........., 0.01
954,191,-2.19786E-001,-1.80106E-009,0.00000E+000,-2.20000E-001,8.00223E-005,4,..........., 0.01
955,191.2,-2.09786E-001,-1.48305E-009,0.00000E+000,-2.10000E-001,-3.19978E-004,4,..........., 0.01
956,191.4,-1.99986E-001,-1.19304E-009,0.00000E+000,-2.00000E-001,8.00223E-005,4,..........., 0.01
957,191.6,-1.89786E-001,-9.47027E-010,0.00000E+000,-1.90000E-001,8.00223E-005,4,..........., 0.01
958,191.8,-1.79986E-001,-7.23018E-010,0.00000E+000,-1.80000E-001,8.00223E-005,4,..........., 0.01
959,192,-1.69886E-001,-5.47011E-010,0.00000E+000,-1.70000E-001,8.00223E-005,4,..........., 0.01
960,192.2,-1.59986E-001,-3.87005E-010,0.00000E+000,-1.60000E-001,8.00223E-005,4,..........., 0.01
961,192.4,-1.49786E-001,-2.63000E-010,0.00000E+000,-1.50000E-001,8.00223E-005,4,..........., 0.01
962,192.6,-1.39986E-001,-1.58996E-010,0.00000E+000,-1.40000E-001,8.00223E-005,4,..........., 0.01
963,192.8,-1.29986E-001,-8.29934E-011,0.00000E+000,-1.30000E-001,8.00223E-005,4,..........., 0.01
964,193,-1.19986E-001,-1.89909E-011,0.00000E+000,-1.20000E-001,8.00223E-005,4,..........., 0.01
965,193.2,-1.09986E-001,2.90109E-011,0.00000E+000,-1.10000E-001,8.00223E-005,4,..........., 0.01
966,193.4,-9.99862E-002,7.30126E-011,0.00000E+000,-1.00000E-001,8.00223E-005,4,..........., 0.01
967,193.6,-8.97862E-002,9.30134E-011,0.00000E+000,-9.00000E-002,8.00223E-005,4,..........., 0.01
968,193.8,-7.97862E-002,1.15014E-010,0.00000E+000,-8.00000E-002,8.00223E-005,4,..........., 0.01
969,194,-7.01862E-002,1.29015E-010,0.00000E+000,-7.00000E-002,8.00223E-005,4,..........., 0.01
970,194.2,-5.99862E-002,1.37015E-010,0.00000E+000,-6.00000E-002,8.00223E-005,4,..........., 0.01
971,194.4,-4.99862E-002,1.49016E-010,0.00000E+000,-5.00000E-002,8.00223E-005,4,..........., 0.01
972,194.6,-3.97862E-002,1.59016E-010,0.00000E+000,-4.00000E-002,8.00223E-005,4,..........., 0.01
973,194.8,-3.01862E-002,1.59016E-010,0.00000E+000,-3.00000E-002,-1.19978E-004,4,..........., 0.01
974,195,-1.99862E-002,1.57016E-010,0.00000E+000,-2.00000E-002,-3.19978E-004,4,..........., 0.01
975,195.2,-1.01862E-002,1.65016E-010,0.00000E+000,-1.00000E-002,8.00223E-005,4,..........., 0.01
976,195.4,1.37908E-005,1.65016E-010,0.00000E+000,7.45058E-009,8.00223E-005,4,..........., 0.01
977,195.6,9.81379E-003,1.65016E-010,0.00000E+000,1.00000E-002,8.00223E-005,4,..........., 0.01
978,195.8,2.02138E-002,1.67016E-010,0.00000E+000,2.00000E-002,-3.19978E-004,4,..........., 0.01
979,196,3.00138E-002,1.57016E-010,0.00000E+000,3.00000E-002,8.00223E-005,4,..........., 0.01
980,196.2,3.98138E-002,1.67016E-010,0.00000E+000,4.00000E-002,8.00223E-005,4,..........., 0.01
981,196.4,4.98138E-002,1.61016E-010,0.00000E+000,5.00000E-002,8.00223E-005,4,..........., 0.01
982,196.6,6.02138E-002,1.61016E-010,0.00000E+000,6.00000E-002,8.00223E-005,4,..........., 0.01
983,196.8,6.98138E-002,1.61016E-010,0.00000E+000,7.00000E-002,8.00223E-005,4,..........., 0.01
984,197,8.02138E-002,1.57016E-010,0.00000E+000,8.00000E-002,8.00223E-005,4,..........., 0.01
985,197.2,8.98138E-002,1.65016E-010,0.00000E+000,9.00000E-002,8.00223E-005,4,..........., 0.01
986,197.4,1.00014E-001,1.67016E-010,0.00000E+000,1.00000E-001,8.00223E-005,4,..........., 0.01
987,197.6,1.10214E-001,1.69016E-010,0.00000E+000,1.10000E-001,8.00223E-005,4,..........., 0.01
988,197.8,1.20014E-001,1.69016E-010,0.00000E+000,1.20000E-001,8.00223E-005,4,..........., 0.01
989,198,1.30214E-001,1.69016E-010,0.00000E+000,1.30000E-001,8.00223E-005,4,..........., 0.01
990,198.2,1.40014E-001,1.75017E-010,0.00000E+000,1.40000E-001,8.00223E-005,4,..........., 0.01
991,198.4,1.50014E-001,1.73016E-010,0.00000E+000,1.50000E-001,8.00223E-005,4,..........., 0.01
992,198.6,1.60014E-001,1.83017E-010,0.00000E+000,1.60000E-001,8.00223E-005,4,..........., 0.01
993,198.8,1.70214E-001,1.85017E-010,0.00000E+000,1.70000E-001,8.00223E-005,4,..........., 0.01
994,199,1.80014E-001,1.89017E-010,0.00000E+000,1.80000E-001,8.00223E-005,4,..........., 0.01
995,199.2,1.90214E-001,1.99017E-010,0.00000E+000,1.90000E-001,8.00223E-005,4,..........., 0.01
996,199.4,2.00214E-001,2.09018E-010,0.00000E+000,2.00000E-001,8.00223E-005,4,..........., 0.01
997,199.6,2.10214E-001,2.15018E-010,0.00000E+000,2.10000E-001,8.00223E-005,4,..........., 0.01
998,199.8,2.20014E-001,2.21018E-010,0.00000E+000,2.20000E-001,8.00223E-005,4,..........., 0.01
999,200,2.29914E-001,2.35019E-010,0.00000E+000,2.30000E-001,8.00223E-005,4,..........., 0.01
1000,200.2,2.40014E-001,2.33019E-010,0.00000E+000,2.40000E-001,8.00223E-005,4,..........., 0.01
1001,200.4,2.49914E-001,2.39019E-010,0.00000E+000,2.50000E-001,8.00223E-005,4,..........., 0.01
1002,200.6,2.59914E-001,2.41019E-010,0.00000E+000,2.60000E-001,8.00223E-005,4,..........., 0.01
1003,200.8,2.70014E-001,2.47019E-010,0.00000E+000,2.70000E-001,8.00223E-005,4,..........., 0.01
1004,201,2.80014E-001,2.45019E-010,0.00000E+000,2.80000E-001,8.00223E-005,4,..........., 0.01
1005,201.2,2.90014E-001,2.49019E-010,0.00000E+000,2.90000E-001,8.00223E-005,4,..........., 0.01
1006,201.4,2.99914E-001,2.47019E-010,0.00000E+000,3.00000E-001,8.00223E-005,4,..........., 0.01
1007,201.6,3.10014E-001,2.41019E-010,0.00000E+000,3.10000E-001,8.00223E-005,4,..........., 0.01
1008,201.8,3.19814E-001,2.35019E-010,0.00000E+000,3.20000E-001,8.00223E-005,4,..........., 0.01
1009,202,3.30014E-001,2.33019E-010,0.00000E+000,3.30000E-001,8.00223E-005,4,..........., 0.01
1010,202.2,3.40214E-001,2.17018E-010,0.00000E+000,3.40000E-001,8.00223E-005,4,..........., 0.01
1011,202.4,3.50214E-001,2.17018E-010,0.00000E+000,3.50000E-001,8.00223E-005,4,..........., 0.01
1012,202.6,3.60014E-001,2.17018E-010,0.00000E+000,3.60000E-001,8.00223E-005,4,..........., 0.01
1013,202.8,3.70014E-001,2.09018E-010,0.00000E+000,3.70000E-001,8.00223E-005,4,..........., 0.01
1014,203,3.80014E-001,2.05018E-010,0.00000E+000,3.80000E-001,8.00223E-005,4,..........., 0.01
1015,203.2,3.90214E-001,1.99017E-010,0.00000E+000,3.90000E-001,8.00223E-005,4,..........., 0.01
1016,203.4,4.00014E-001,2.01018E-010,0.00000E+000,4.00000E-001,8.00223E-005,4,..........., 0.01
1017,203.6,4.10014E-001,2.01018E-010,0.00000E+000,4.10000E-001,-4.19978E-004,4,..........., 0.01
1018,203.8,4.20014E-001,1.97017E-010,0.00000E+000,4.20000E-001,8.00223E-005,4,..........., 0.01
