Pt,T,Vf,Im,Vu,Sig,Ach,IERange,Over,Temp
344,69,-4.79786E-001,-9.11334E-009,0.00000E+000,-4.80000E-001,8.00223E-005,4,..........., 0.01
345,69.2,-4.89986E-001,-9.25534E-009,0.00000E+000,-4.90000E-001,-3.19978E-004,4,..........., 0.01
346,69.4,-4.99786E-001,-9.40135E-009,0.00000E+000,-5.00000E-001,8.00223E-005,4,..........., 0.01
347,69.6,-5.09786E-001,-9.56736E-009,0.00000E+000,-5.10000E-001,8.00223E-005,4,..........., 0.01
348,69.8,-5.19786E-001,-9.73136E-009,0.00000E+000,-5.20000E-001,8.00223E-005,4,..........., 0.01
349,70,-5.29786E-001,-9.91937E-009,0.00000E+000,-5.30000E-001,8.00223E-005,4,..........., 0.01
350,70.2,-5.39786E-001,-1.01194E-008,0.00000E+000,-5.40000E-001,8.00223E-005,4,..........., 0.01
351,70.4,-5.49586E-001,-1.03354E-008,0.00000E+000,-5.50000E-001,8.00223E-005,4,..........., 0.01
352,70.6,-5.59786E-001,-1.05614E-008,0.00000E+000,-5.60000E-001,8.00223E-005,4,..........., 0.01
353,70.8,-5.69586E-001,-1.08034E-008,0.00000E+000,-5.70000E-001,8.00223E-005,4,..........., 0.01
354,71,-5.79786E-001,-1.10634E-008,0.00000E+000,-5.80000E-001,8.00223E-005,4,..........., 0.01
355,71.2,-5.89786E-001,-1.13354E-008,0.00000E+000,-5.90000E-001,8.00223E-005,4,..........., 0.01
356,71.4,-5.99786E-001,-1.16174E-008,0.00000E+000,-6.00000E-001,8.00223E-005,4,..........., 0.01
357,71.6,-5.89586E-001,-1.11514E-008,0.00000E+000,-5.90000E-001,8.00223E-005,4,..........., 0.01
358,71.8,-5.79786E-001,-1.07834E-008,0.00000E+000,-5.80000E-001,8.00223E-005,4,..........., 0.01
359,72,-5.69986E-001,-1.04754E-008,0.00000E+000,-5.70000E-001,8.00223E-005,4,..........., 0.01
360,72.2,-5.59786E-001,-1.02014E-008,0.00000E+000,-5.60000E-001,8.00223E-005,4,..........., 0.01
361,72.4,-5.49686E-001,-9.95337E-009,0.00000E+000,-5.50000E-001,8.00223E-005,4,..........., 0.01
362,72.6,-5.39786E-001,-9.72136E-009,0.00000E+000,-5.40000E-001,8.00223E-005,4,..........., 0.01
363,72.8,-5.29786E-001,-9.49735E-009,0.00000E+000,-5.30000E-001,8.00223E-005,4,..........., 0.01
364,73,-5.19786E-001,-9.29135E-009,0.00000E+000,-5.20000E-001,-3.19978E-004,4,..........., 0.01
365,73.2,-5.09786E-001,-9.09534E-009,0.00000E+000,-5.10000E-001,8.00223E-005,4,..........., 0.01
366,73.4,-4.99786E-001,-8.91133E-009,0.00000E+000,-5.00000E-001,8.00223E-005,4,..........., 0.01
367,73.6,-4.89986E-001,-8.72732E-009,0.00000E+000,-4.90000E-001,8.00223E-005,4,..........., 0.01
368,73.8,-4.79786E-001,-8.55932E-009,0.00000E+000,-4.80000E-001,8.00223E-005,4,..........., 0.01
369,74,-4.69786E-001,-8.39131E-009,0.00000E+000,-4.70000E-001,8.00223E-005,4,..........., 0.01
370,74.2,-4.59786E-001,-8.22731E-009,0.00000E+000,-4.60000E-001,8.00223E-005,4,..........., 0.01
371,74.4,-4.49786E-001,-8.07130E-009,0.00000E+000,-4.50000E-001,8.00223E-005,4,..........., 0.01
372,74.6,-4.39586E-001,-7.90929E-009,0.00000E+000,-4.40000E-001,8.00223E-005,4,..........., 0.01
373,74.8,-4.29786E-001,-7.75129E-009,0.00000E+000,-4.30000E-001,-4.19978E-004,4,..........., 0.01
374,75,-4.19786E-001,-7.59928E-009,0.00000E+000,-4.20000E-001,8.00223E-005,4,..........., 0.01
375,75.2,-4.09786E-001,-7.43328E-009,0.00000E+000,-4.10000E-001,-3.19978E-004,4,..........., 0.01
376,75.4,-3.99786E-001,-7.26527E-009,0.00000E+000,-4.00000E-001,8.00223E-005,4,..........., 0.01
377,75.6,-3.89586E-001,-7.09526E-009,0.00000E+000,-3.90000E-001,1.80022E-004,4,..........., 0.01
378,75.8,-3.79986E-001,-6.91326E-009,0.00000E+000,-3.80000E-001,8.00223E-005,4,..........., 0.01
379,76,-3.70186E-001,-6.72325E-009,0.00000E+000,-3.70000E-001,-3.19978E-004,4,..........., 0.01
380,76.2,-3.59986E-001,-6.51924E-009,0.00000E+000,-3.60000E-001,8.00223E-005,4,..........., 0.01
381,76.4,-3.49786E-001,-6.29523E-009,0.00000E+000,-3.50000E-001,8.00223E-005,4,..........., 0.01
382,76.6,-3.39786E-001,-6.05522E-009,0.00000E+000,-3.40000E-001,-3.19978E-004,4,..........., 0.01
383,76.8,-3.29986E-001,-5.79521E-009,0.00000E+000,-3.30000E-001,8.00223E-005,4,..........., 0.01
384,77,-3.19986E-001,-5.50720E-009,0.00000E+000,-3.20000E-001,8.00223E-005,4,..........., 0.01
385,77.2,-3.09786E-001,-5.19919E-009,0.00000E+000,-3.10000E-001,8.00223E-005,4,..........., 0.01
386,77.4,-2.99986E-001,-4.86118E-009,0.00000E+000,-3.00000E-001,8.00223E-005,4,..........., 0.01
387,77.6,-2.89786E-001,-4.51116E-009,0.00000E+000,-2.90000E-001,-2.19978E-004,4,..........., 0.01
388,77.8,-2.79986E-001,-4.13515E-009,0.00000E+000,-2.80000E-001,8.00223E-005,4,..........., 0.01
389,78,-2.69786E-001,-3.73513E-009,0.00000E+000,-2.70000E-001,-3.19978E-004,4,..........., 0.01
390,78.2,-2.59986E-001,-3.34312E-009,0.00000E+000,-2.60000E-001,8.00223E-005,4,..........., 0.01
391,78.4,-2.50186E-001,-2.94310E-009,0.00000E+000,-2.50000E-001,8.00223E-005,4,..........., 0.01
392,78.6,-2.39786E-001,-2.55109E-009,0.00000E+000,-2.40000E-001,8.00223E-005,4,..........., 0.01
393,78.8,-2.29786E-001,-2.17907E-009,0.00000E+000,-2.30000E-001,8.00223E-005,4,..........., 0.01
394,79,-2.19786E-001,-1.82706E-009,0.00000E+000,-2.20000E-001,8.00223E-005,4,..........., 0.01
395,79.2,-2.09786E-001,-1.50305E-009,0.00000E+000,-2.10000E-001,8.00223E-005,4,..........., 0.01
396,79.4,-1.99986E-001,-1.20504E-009,0.00000E+000,-2.00000E-001,8.00223E-005,4,..........., 0.01
397,79.6,-1.89786E-001,-9.51027E-010,0.00000E+000,-1.90000E-001,8.00223E-005,4,..........., 0.01
398,79.8,-1.79986E-001,-7.29018E-010,0.00000E+000,-1.80000E-001,8.00223E-005,4,..........., 0.01
399,80,-1.69886E-001,-5.47011E-010,0.00000E+000,-1.70000E-001,8.00223E-005,4,..........., 0.01
400,80.2,-1.59786E-001,-3.91005E-010,0.00000E+000,-1.60000E-001,8.00223E-005,4,..........., 0.01
401,80.4,-1.49786E-001,-2.63000E-010,0.00000E+000,-1.50000E-001,8.00223E-005,4,..........., 0.01
402,80.6,-1.39986E-001,-1.64997E-010,0.00000E+000,-1.40000E-001,8.00223E-005,4,..........., 0.01
403,80.8,-1.29986E-001,-8.29934E-011,0.00000E+000,-1.30000E-001,8.00223E-005,4,..........., 0.01
404,81,-1.19986E-001,-1.69909E-011,0.00000E+000,-1.20000E-001,8.00223E-005,4,..........., 0.01
405,81.2,-1.09786E-001,2.90109E-011,0.00000E+000,-1.10000E-001,8.00223E-005,4,..........., 0.01
406,81.4,-9.97862E-002,6.10121E-011,0.00000E+000,-1.00000E-001,8.00223E-005,4,..........., 0.01
407,81.6,-8.97862E-002,8.90132E-011,0.00000E+000,-9.00000E-002,8.00223E-005,4,..........., 0.01
408,81.8,-7.99862E-002,1.19014E-010,0.00000E+000,-8.00000E-002,8.00223E-005,4,..........., 0.01
409,82,-6.99862E-002,1.33015E-010,0.00000E+000,-7.00000E-002,8.00223E-005,4,..........., 0.01
410,82.2,-5.99862E-002,1.37015E-010,0.00000E+000,-6.00000E-002,8.00223E-005,4,..........., 0.01
411,82.4,-5.01862E-002,1.47015E-010,0.00000E+000,-5.00000E-002,8.00223E-005,4,..........., 0.01
412,82.6,-3.97862E-002,1.59016E-010,0.00000E+000,-4.00000E-002,8.00223E-005,4,..........., 0.01
413,82.8,-2.97862E-002,1.59016E-010,0.00000E+000,-3.00000E-002,8.00223E-005,4,..........., 0.01
414,83,-1.99862E-002,1.53016E-010,0.00000E+000,-2.00000E-002,8.00223E-005,4,..........., 0.01
415,83.2,-9.78621E-003,1.57016E-010,0.00000E+000,-1.00000E-002,8.00223E-005,4,..........., 0.01
416,83.4,2.13791E-004,1.61016E-010,0.00000E+000,7.45058E-009,8.00223E-005,4,..........., 0.01
417,83.6,1.02138E-002,1.61016E-010,0.00000E+000,1.00000E-002,8.00223E-005,4,..........., 0.01
418,83.8,2.00138E-002,1.61016E-010,0.00000E+000,2.00000E-002,8.00223E-005,4,..........., 0.01
419,84,3.00138E-002,1.57016E-010,0.00000E+000,3.00000E-002,8.00223E-005,4,..........., 0.01
420,84.2,3.98138E-002,1.63016E-010,0.00000E+000,4.00000E-002,8.00223E-005,4,..........., 0.01
421,84.4,4.98138E-002,1.61016E-010,0.00000E+000,5.00000E-002,8.00223E-005,4,..........., 0.01
422,84.6,5.98138E-002,1.61016E-010,0.00000E+000,6.00000E-002,8.00223E-005,4,..........., 0.01
423,84.8,7.00138E-002,1.65016E-010,0.00000E+000,7.00000E-002,8.00223E-005,4,..........., 0.01
424,85,8.02138E-002,1.57016E-010,0.00000E+000,8.00000E-002,8.00223E-005,4,..........., 0.01
425,85.2,9.02138E-002,1.67016E-010,0.00000E+000,9.00000E-002,8.00223E-005,4,..........., 0.01
426,85.4,9.99138E-002,1.63016E-010,0.00000E+000,1.00000E-001,8.00223E-005,4,..........., 0.01
427,85.6,1.10214E-001,1.67016E-010,0.00000E+000,1.10000E-001,8.00223E-005,4,..........., 0.01
428,85.8,1.20214E-001,1.67016E-010,0.00000E+000,1.20000E-001,8.00223E-005,4,..........., 0.01
429,86,1.30214E-001,1.67016E-010,0.00000E+000,1.30000E-001,8.00223E-005,4,..........., 0.01
430,86.2,1.40014E-001,1.73016E-010,0.00000E+000,1.40000E-001,8.00223E-005,4,..........., 0.01
431,86.4,1.50014E-001,1.77017E-010,0.00000E+000,1.50000E-001,8.00223E-005,4,..........., 0.01
432,86.6,1.60014E-001,1.77017E-010,0.00000E+000,1.60000E-001,8.00223E-005,4,..........., 0.01
433,86.8,1.70014E-001,1.85017E-010,0.00000E+000,1.70000E-001,-2.19978E-004,4,..........., 0.01
434,87,1.80014E-001,1.93017E-010,0.00000E+000,1.80000E-001,8.00223E-005,4,..........., 0.01
435,87.2,1.90014E-001,2.01018E-010,0.00000E+000,1.90000E-001,-3.19978E-004,4,..........., 0.01
436,87.4,1.99914E-001,2.13018E-010,0.00000E+000,2.00000E-001,8.00223E-005,4,..........., 0.01
437,87.6,2.10214E-001,2.17018E-010,0.00000E+000,2.10000E-001,8.00223E-005,4,..........., 0.01
438,87.8,2.20014E-001,2.31019E-010,0.00000E+000,2.20000E-001,8.00223E-005,4,..........., 0.01
439,88,2.29914E-001,2.35019E-010,0.00000E+000,2.30000E-001,8.00223E-005,4,..........., 0.01
440,88.2,2.39814E-001,2.39019E-010,0.00000E+000,2.40000E-001,8.00223E-005,4,..........., 0.01
441,88.4,2.49914E-001,2.39019E-010,0.00000E+000,2.50000E-001,8.00223E-005,4,..........., 0.01
442,88.6,2.59914E-001,2.41019E-010,0.00000E+000,2.60000E-001,8.00223E-005,4,..........., 0.01
443,88.8,2.69814E-001,2.43019E-010,0.00000E+000,2.70000E-001,8.00223E-005,4,..........., 0.01
444,89,2.80014E-001,2.47019E-010,0.00000E+000,2.80000E-001,8.00223E-005,4,..........., 0.01
445,89.2,2.90014E-001,2.41019E-010,0.00000E+000,2.90000E-001,8.00223E-005,4,..........., 0.01
446,89.4,3.00014E-001,2.41019E-010,0.00000E+000,3.00000E-001,8.00223E-005,4,..........., 0.01
447,89.6,3.09814E-001,2.39019E-010,0.00000E+000,3.10000E-001,8.00223E-005,4,..........., 0.01
448,89.8,3.20214E-001,2.39019E-010,0.00000E+000,3.20000E-001,8.00223E-005,4,..........., 0.01
449,90,3.30014E-001,2.31019E-010,0.00000E+000,3.30000E-001,8.00223E-005,4,..........., 0.01
450,90.2,3.40014E-001,2.17018E-010,0.00000E+000,3.40000E-001,8.00223E-005,4,..........., 0.01
451,90.4,3.50014E-001,2.17018E-010,0.00000E+000,3.50000E-001,-2.19978E-004,4,..........., 0.01
452,90.6,3.60214E-001,2.15018E-010,0.00000E+000,3.60000E-001,8.00223E-005,4,..........., 0.01
453,90.8,3.70214E-001,2.09018E-010,0.00000E+000,3.70000E-001,8.00223E-005,4,..........., 0.01
454,91,3.80014E-001,2.09018E-010,0.00000E+000,3.80000E-001,-3.19978E-004,4,..........., 0.01
455,91.2,3.90214E-001,2.01018E-010,0.00000E+000,3.90000E-001,8.00223E-005,4,..........., 0.01
456,91.4,4.00014E-001,2.01018E-010,0.00000E+000,4.00000E-001,8.00223E-005,4,..........., 0.01
457,91.6,4.10014E-001,2.01018E-010,0.00000E+000,4.10000E-001,8.00223E-005,4,..........., 0.01
458,91.8,4.20014E-001,2.01018E-010,0.00000E+000,4.20000E-001,-3.19978E-004,4,..........., 0.01
