Pt,T,Vf,Im,Vu,Sig,Ach,IERange,Over,Temp
560,112.2,1.60014E-001,-1.46996E-010,0.00000E+000,1.60000E-001,8.00223E-005,4,..........., 0.01
561,112.4,1.50014E-001,-1.46996E-010,0.00000E+000,1.50000E-001,8.00223E-005,4,..........., 0.01
562,112.6,1.40214E-001,-1.50996E-010,0.00000E+000,1.40000E-001,8.00223E-005,4,..........., 0.01
563,112.8,1.30214E-001,-1.52996E-010,0.00000E+000,1.30000E-001,8.00223E-005,4,..........., 0.01
564,113,1.20014E-001,-1.54996E-010,0.00000E+000,1.20000E-001,8.00223E-005,4,..........., 0.01
565,113.2,1.10214E-001,-1.52996E-010,0.00000E+000,1.10000E-001,8.00223E-005,4,..........., 0.01
566,113.4,1.00014E-001,-1.54996E-010,0.00000E+000,1.00000E-001,-3.19978E-004,4,..........., 0.01
567,113.6,8.98138E-002,-1.54996E-010,0.00000E+000,9.00000E-002,8.00223E-005,4,..........., 0.01
568,113.8,8.00138E-002,-1.52996E-010,0.00000E+000,8.00000E-002,-3.19978E-004,4,..........., 0.01
569,114,7.00138E-002,-1.52996E-010,0.00000E+000,7.00000E-002,8.00223E-005,4,..........., 0.01
570,114.2,6.00138E-002,-1.60996E-010,0.00000E+000,6.00000E-002,8.00223E-005,4,..........., 0.01
571,114.4,5.02138E-002,-1.60996E-010,0.00000E+000,5.00000E-002,8.00223E-005,4,..........., 0.01
572,114.6,4.00138E-002,-1.62996E-010,0.00000E+000,4.00000E-002,8.00223E-005,4,..........., 0.01
573,114.8,3.02138E-002,-1.62996E-010,0.00000E+000,3.00000E-002,-3.19978E-004,4,..........., 0.01
574,115,2.00138E-002,-1.66997E-010,0.00000E+000,2.00000E-002,-2.19978E-004,4,..........., 0.01
575,115.2,1.02138E-002,-1.68997E-010,0.00000E+000,1.00000E-002,8.00223E-005,4,..........., 0.01
576,115.4,1.37908E-005,-1.70997E-010,0.00000E+000,7.45058E-009,8.00223E-005,4,..........., 0.01
577,115.6,-9.98621E-003,-1.78997E-010,0.00000E+000,-1.00000E-002,8.00223E-005,4,..........., 0.01
578,115.8,-1.97862E-002,-1.82997E-010,0.00000E+000,-2.00000E-002,8.00223E-005,4,..........., 0.01
579,116,-2.99862E-002,-1.88997E-010,0.00000E+000,-3.00000E-002,8.00223E-005,4,..........., 0.01
580,116.2,-3.99862E-002,-2.00998E-010,0.00000E+000,-4.00000E-002,8.00223E-005,4,..........., 0.01
581,116.4,-4.99862E-002,-2.12998E-010,0.00000E+000,-5.00000E-002,8.00223E-005,4,..........., 0.01
582,116.6,-5.97862E-002,-2.38999E-010,0.00000E+000,-6.00000E-002,8.00223E-005,4,..........., 0.01
583,116.8,-6.98862E-002,-2.63000E-010,0.00000E+000,-7.00000E-002,8.00223E-005,4,..........., 0.01
584,117,-7.97862E-002,-2.91001E-010,0.00000E+000,-8.00000E-002,-3.19978E-004,4,..........., 0.01
585,117.2,-9.01862E-002,-3.35003E-010,0.00000E+000,-9.00000E-002,8.00223E-005,4,..........., 0.01
586,117.4,-9.97862E-002,-3.83005E-010,0.00000E+000,-1.00000E-001,-3.19978E-004,4,..........., 0.01
587,117.6,-1.09786E-001,-4.51008E-010,0.00000E+000,-1.10000E-001,8.00223E-005,4,..........., 0.01
588,117.8,-1.19786E-001,-5.19010E-010,0.00000E+000,-1.20000E-001,8.00223E-005,4,..........., 0.01
589,118,-1.29786E-001,-6.23014E-010,0.00000E+000,-1.30000E-001,8.00223E-005,4,..........., 0.01
590,118.2,-1.39786E-001,-7.41019E-010,0.00000E+000,-1.40000E-001,-1.19978E-004,4,..........., 0.01
591,118.4,-1.49786E-001,-8.87024E-010,0.00000E+000,-1.50000E-001,8.00223E-005,4,..........., 0.01
592,118.6,-1.59786E-001,-1.06303E-009,0.00000E+000,-1.60000E-001,8.00223E-005,4,..........., 0.01
593,118.8,-1.69786E-001,-1.27304E-009,0.00000E+000,-1.70000E-001,8.00223E-005,4,..........., 0.01
594,119,-1.79786E-001,-1.50505E-009,0.00000E+000,-1.80000E-001,-3.19978E-004,4,..........., 0.01
595,119.2,-1.89786E-001,-1.79906E-009,0.00000E+000,-1.90000E-001,8.00223E-005,4,..........., 0.01
596,119.4,-1.99986E-001,-2.11507E-009,0.00000E+000,-2.00000E-001,8.00223E-005,4,..........., 0.01
597,119.6,-2.09986E-001,-2.46909E-009,0.00000E+000,-2.10000E-001,8.00223E-005,4,..........., 0.01
598,119.8,-2.19786E-001,-2.85510E-009,0.00000E+000,-2.20000E-001,-3.19978E-004,4,..........., 0.01
599,120,-2.29986E-001,-3.25912E-009,0.00000E+000,-2.30000E-001,8.00223E-005,4,..........., 0.01
600,120.2,-2.39786E-001,-3.68913E-009,0.00000E+000,-2.40000E-001,8.00223E-005,4,..........., 0.01
601,120.4,-2.49786E-001,-4.12115E-009,0.00000E+000,-2.50000E-001,8.00223E-005,4,..........., 0.01
602,120.6,-2.59786E-001,-4.54716E-009,0.00000E+000,-2.60000E-001,8.00223E-005,4,..........., 0.01
603,120.8,-2.69986E-001,-4.95918E-009,0.00000E+000,-2.70000E-001,8.00223E-005,4,..........., 0.01
604,121,-2.79786E-001,-5.35320E-009,0.00000E+000,-2.80000E-001,8.00223E-005,4,..........., 0.01
605,121.2,-2.89786E-001,-5.71921E-009,0.00000E+000,-2.90000E-001,8.00223E-005,4,..........., 0.01
606,121.4,-2.99786E-001,-6.05722E-009,0.00000E+000,-3.00000E-001,8.00223E-005,4,..........., 0.01
607,121.6,-3.09686E-001,-6.36723E-009,0.00000E+000,-3.10000E-001,8.00223E-005,4,..........., 0.01
608,121.8,-3.19986E-001,-6.64724E-009,0.00000E+000,-3.20000E-001,8.00223E-005,4,..........., 0.01
609,122,-3.29986E-001,-6.89925E-009,0.00000E+000,-3.30000E-001,8.00223E-005,4,..........., 0.01
610,122.2,-3.39986E-001,-7.12726E-009,0.00000E+000,-3.40000E-001,8.00223E-005,4,..........., 0.01
611,122.4,-3.49786E-001,-7.32727E-009,0.00000E+000,-3.50000E-001,8.00223E-005,4,..........., 0.01
612,122.6,-3.59786E-001,-7.51128E-009,0.00000E+000,-3.60000E-001,8.00223E-005,4,..........., 0.01
613,122.8,-3.70086E-001,-7.67328E-009,0.00000E+000,-3.70000E-001,8.00223E-005,4,..........., 0.01
614,123,-3.79986E-001,-7.82529E-009,0.00000E+000,-3.80000E-001,8.00223E-005,4,..........., 0.01
615,123.2,-3.89986E-001,-7.97130E-009,0.00000E+000,-3.90000E-001,8.00223E-005,4,..........., 0.01
616,123.4,-3.99786E-001,-8.10330E-009,0.00000E+000,-4.00000E-001,8.00223E-005,4,..........., 0.01
617,123.6,-4.09786E-001,-8.22731E-009,0.00000E+000,-4.10000E-001,8.00223E-005,4,..........., 0.01
618,123.8,-4.19786E-001,-8.34531E-009,0.00000E+000,-4.20000E-001,-3.19978E-004,4,..........., 0.01
619,124,-4.29786E-001,-8.47132E-009,0.00000E+000,-4.30000E-001,8.00223E-005,4,..........., 0.01
620,124.2,-4.39986E-001,-8.59132E-009,0.00000E+000,-4.40000E-001,8.00223E-005,4,..........., 0.01
621,124.4,-4.49586E-001,-8.70732E-009,0.00000E+000,-4.50000E-001,8.00223E-005,4,..........., 0.01
622,124.6,-4.59786E-001,-8.83133E-009,0.00000E+000,-4.60000E-001,8.00223E-005,4,..........., 0.01
623,124.8,-4.69686E-001,-8.95733E-009,0.00000E+000,-4.70000E-001,8.00223E-005,4,..........., 0.01
624,125,-4.79786E-001,-9.09134E-009,0.00000E+000,-4.80000E-001,8.00223E-005,4,..........., 0.01
625,125.2,-4.89786E-001,-9.23134E-009,0.00000E+000,-4.90000E-001,8.00223E-005,4,..........., 0.01
626,125.4,-4.99786E-001,-9.37935E-009,0.00000E+000,-5.00000E-001,8.00223E-005,4,..........., 0.01
627,125.6,-5.09786E-001,-9.54336E-009,0.00000E+000,-5.10000E-001,8.00223E-005,4,..........., 0.01
628,125.8,-5.19786E-001,-9.70536E-009,0.00000E+000,-5.20000E-001,8.00223E-005,4,..........., 0.01
629,126,-5.29786E-001,-9.89137E-009,0.00000E+000,-5.30000E-001,8.00223E-005,4,..........., 0.01
630,126.2,-5.39786E-001,-1.00814E-008,0.00000E+000,-5.40000E-001,8.00223E-005,4,..........., 0.01
631,126.4,-5.49586E-001,-1.02954E-008,0.00000E+000,-5.50000E-001,8.00223E-005,4,..........., 0.01
632,126.6,-5.59786E-001,-1.05134E-008,0.00000E+000,-5.60000E-001,8.00223E-005,4,..........., 0.01
633,126.8,-5.69986E-001,-1.07554E-008,0.00000E+000,-5.70000E-001,8.00223E-005,4,..........., 0.01
634,127,-5.79986E-001,-1.10034E-008,0.00000E+000,-5.80000E-001,-4.19978E-004,4,..........., 0.01
635,127.2,-5.89586E-001,-1.12654E-008,0.00000E+000,-5.90000E-001,8.00223E-005,4,..........., 0.01
636,127.4,-5.99786E-001,-1.15554E-008,0.00000E+000,-6.00000E-001,8.00223E-005,4,..........., 0.01
637,127.6,-5.89586E-001,-1.10734E-008,0.00000E+000,-5.90000E-001,8.00223E-005,4,..........., 0.01
638,127.8,-5.79786E-001,-1.07194E-008,0.00000E+000,-5.80000E-001,8.00223E-005,4,..........., 0.01
639,128,-5.69986E-001,-1.04174E-008,0.00000E+000,-5.70000E-001,8.00223E-005,4,..........., 0.01
640,128.2,-5.59786E-001,-1.01594E-008,0.00000E+000,-5.60000E-001,8.00223E-005,4,..........., 0.01
641,128.4,-5.49586E-001,-9.91337E-009,0.00000E+000,-5.50000E-001,8.00223E-005,4,..........., 0.01
642,128.6,-5.39786E-001,-9.68736E-009,0.00000E+000,-5.40000E-001,8.00223E-005,4,..........., 0.01
643,128.8,-5.29786E-001,-9.47335E-009,0.00000E+000,-5.30000E-001,8.00223E-005,4,..........., 0.01
644,129,-5.19786E-001,-9.27135E-009,0.00000E+000,-5.20000E-001,8.00223E-005,4,..........., 0.01
645,129.2,-5.09786E-001,-9.07534E-009,0.00000E+000,-5.10000E-001,8.00223E-005,4,..........., 0.01
646,129.4,-4.99786E-001,-8.89533E-009,0.00000E+000,-5.00000E-001,8.00223E-005,4,..........., 0.01
647,129.6,-4.89786E-001,-8.71132E-009,0.00000E+000,-4.90000E-001,8.00223E-005,4,..........., 0.01
648,129.8,-4.79786E-001,-8.54332E-009,0.00000E+000,-4.80000E-001,8.00223E-005,4,..........., 0.01
649,130,-4.69586E-001,-8.36931E-009,0.00000E+000,-4.70000E-001,8.00223E-005,4,..........., 0.01
650,130.2,-4.59786E-001,-8.21531E-009,0.00000E+000,-4.60000E-001,8.00223E-005,4,..........., 0.01
651,130.4,-4.49786E-001,-8.04930E-009,0.00000E+000,-4.50000E-001,8.00223E-005,4,..........., 0.01
652,130.6,-4.39986E-001,-7.89529E-009,0.00000E+000,-4.40000E-001,-3.19978E-004,4,..........., 0.01
653,130.8,-4.29786E-001,-7.73529E-009,0.00000E+000,-4.30000E-001,8.00223E-005,4,..........., 0.01
654,131,-4.19786E-001,-7.57528E-009,0.00000E+000,-4.20000E-001,8.00223E-005,4,..........., 0.01
655,131.2,-4.09986E-001,-7.41327E-009,0.00000E+000,-4.10000E-001,-2.19978E-004,4,..........., 0.01
656,131.4,-3.99786E-001,-7.24327E-009,0.00000E+000,-4.00000E-001,8.00223E-005,4,..........., 0.01
657,131.6,-3.89786E-001,-7.07526E-009,0.00000E+000,-3.90000E-001,8.00223E-005,4,..........., 0.01
658,131.8,-3.79986E-001,-6.89325E-009,0.00000E+000,-3.80000E-001,8.00223E-005,4,..........., 0.01
659,132,-3.69586E-001,-6.69925E-009,0.00000E+000,-3.70000E-001,8.00223E-005,4,..........., 0.01
660,132.2,-3.59986E-001,-6.49124E-009,0.00000E+000,-3.60000E-001,8.00223E-005,4,..........., 0.01
661,132.4,-3.49786E-001,-6.26923E-009,0.00000E+000,-3.50000E-001,8.00223E-005,4,..........., 0.01
662,132.6,-3.39986E-001,-6.02322E-009,0.00000E+000,-3.40000E-001,8.00223E-005,4,..........., 0.01
663,132.8,-3.29786E-001,-5.76321E-009,0.00000E+000,-3.30000E-001,8.00223E-005,4,..........., 0.01
664,133,-3.19786E-001,-5.47120E-009,0.00000E+000,-3.20000E-001,8.00223E-005,4,..........., 0.01
665,133.2,-3.09786E-001,-5.16719E-009,0.00000E+000,-3.10000E-001,8.00223E-005,4,..........., 0.01
666,133.4,-2.99986E-001,-4.83118E-009,0.00000E+000,-3.00000E-001,8.00223E-005,4,..........., 0.01
667,133.6,-2.89786E-001,-4.47916E-009,0.00000E+000,-2.90000E-001,8.00223E-005,4,..........., 0.01
668,133.8,-2.79986E-001,-4.09715E-009,0.00000E+000,-2.80000E-001,-2.19978E-004,4,..........., 0.01
669,134,-2.69786E-001,-3.71113E-009,0.00000E+000,-2.70000E-001,-4.19978E-004,4,..........., 0.01
670,134.2,-2.59986E-001,-3.31712E-009,0.00000E+000,-2.60000E-001,-4.19978E-004,4,..........., 0.01
671,134.4,-2.49986E-001,-2.91910E-009,0.00000E+000,-2.50000E-001,8.00223E-005,4,..........., 0.01
672,134.6,-2.39786E-001,-2.53509E-009,0.00000E+000,-2.40000E-001,8.00223E-005,4,..........., 0.01
673,134.8,-2.29786E-001,-2.15707E-009,0.00000E+000,-2.30000E-001,8.00223E-005,4,..........., 0.01
674,135,-2.19786E-001,-1.80906E-009,0.00000E+000,-2.20000E-001,8.00223E-005,4,..........., 0.01
675,135.2,-2.09786E-001,-1.49105E-009,0.00000E+000,-2.10000E-001,8.00223E-005,4,..........., 0.01
676,135.4,-1.99786E-001,-1.20104E-009,0.00000E+000,-2.00000E-001,8.00223E-005,4,..........., 0.01
677,135.6,-1.89786E-001,-9.43026E-010,0.00000E+000,-1.90000E-001,8.00223E-005,4,..........., 0.01
678,135.8,-1.79986E-001,-7.25018E-010,0.00000E+000,-1.80000E-001,8.00223E-005,4,..........., 0.01
679,136,-1.69986E-001,-5.47011E-010,0.00000E+000,-1.70000E-001,8.00223E-005,4,..........., 0.01
680,136.2,-1.59786E-001,-3.87005E-010,0.00000E+000,-1.60000E-001,8.00223E-005,4,..........., 0.01
681,136.4,-1.49786E-001,-2.63000E-010,0.00000E+000,-1.50000E-001,8.00223E-005,4,..........., 0.01
682,136.6,-1.39986E-001,-1.62996E-010,0.00000E+000,-1.40000E-001,8.00223E-005,4,..........., 0.01
683,136.8,-1.29786E-001,-7.89932E-011,0.00000E+000,-1.30000E-001,8.00223E-005,4,..........., 0.01
684,137,-1.19986E-001,-1.49908E-011,0.00000E+000,-1.20000E-001,8.00223E-005,4,..........., 0.01
685,137.2,-1.09986E-001,2.90109E-011,0.00000E+000,-1.10000E-001,8.00223E-005,4,..........., 0.01
686,137.4,-9.99862E-002,6.50123E-011,0.00000E+000,-1.00000E-001,8.00223E-005,4,..........., 0.01
687,137.6,-8.97862E-002,9.30134E-011,0.00000E+000,-9.00000E-002,8.00223E-005,4,..........., 0.01
688,137.8,-7.99862E-002,1.13014E-010,0.00000E+000,-8.00000E-002,8.00223E-005,4,..........., 0.01
689,138,-6.97862E-002,1.29015E-010,0.00000E+000,-7.00000E-002,8.00223E-005,4,..........., 0.01
690,138.2,-5.99862E-002,1.41015E-010,0.00000E+000,-6.00000E-002,8.00223E-005,4,..........., 0.01
691,138.4,-4.97862E-002,1.51016E-010,0.00000E+000,-5.00000E-002,8.00223E-005,4,..........., 0.01
692,138.6,-3.99862E-002,1.59016E-010,0.00000E+000,-4.00000E-002,8.00223E-005,4,..........., 0.01
693,138.8,-3.01862E-002,1.61016E-010,0.00000E+000,-3.00000E-002,8.00223E-005,4,..........., 0.01
694,139,-1.99862E-002,1.57016E-010,0.00000E+000,-2.00000E-002,8.00223E-005,4,..........., 0.01
695,139.2,-1.01862E-002,1.59016E-010,0.00000E+000,-1.00000E-002,8.00223E-005,4,..........., 0.01
696,139.4,1.37908E-005,1.61016E-010,0.00000E+000,7.45058E-009,8.00223E-005,4,..........., 0.01
697,139.6,1.02138E-002,1.61016E-010,0.00000E+000,1.00000E-002,8.00223E-005,4,..........., 0.01
698,139.8,2.00138E-002,1.61016E-010,0.00000E+000,2.00000E-002,8.00223E-005,4,..........., 0.01
699,140,3.00138E-002,1.57016E-010,0.00000E+000,3.00000E-002,8.00223E-005,4,..........., 0.01
700,140.2,3.98138E-002,1.59016E-010,0.00000E+000,4.00000E-002,8.00223E-005,4,..........., 0.01
701,140.4,5.04138E-002,1.61016E-010,0.00000E+000,5.00000E-002,8.00223E-005,4,..........., 0.01
702,140.6,6.00138E-002,1.61016E-010,0.00000E+000,6.00000E-002,-3.19978E-004,4,..........., 0.01
703,140.8,7.00138E-002,1.57016E-010,0.00000E+000,7.00000E-002,8.00223E-005,4,..........., 0.01
704,141,7.99138E-002,1.61016E-010,0.00000E+000,8.00000E-002,8.00223E-005,4,..........., 0.01
705,141.2,8.98138E-002,1.61016E-010,0.00000E+000,9.00000E-002,8.00223E-005,4,..........., 0.01
706,141.4,1.00014E-001,1.69016E-010,0.00000E+000,1.00000E-001,8.00223E-005,4,..........., 0.01
707,141.6,1.10214E-001,1.69016E-010,0.00000E+000,1.10000E-001,8.00223E-005,4,..........., 0.01
708,141.8,1.20214E-001,1.67016E-010,0.00000E+000,1.20000E-001,-2.19978E-004,4,..........., 0.01
709,142,1.30014E-001,1.69016E-010,0.00000E+000,1.30000E-001,8.00223E-005,4,..........., 0.01
710,142.2,1.40214E-001,1.69016E-010,0.00000E+000,1.40000E-001,8.00223E-005,4,..........., 0.01
711,142.4,1.50014E-001,1.79017E-010,0.00000E+000,1.50000E-001,8.00223E-005,4,..........., 0.01
712,142.6,1.59814E-001,1.83017E-010,0.00000E+000,1.60000E-001,8.00223E-005,4,..........., 0.01
713,142.8,1.70214E-001,1.89017E-010,0.00000E+000,1.70000E-001,8.00223E-005,4,..........., 0.01
714,143,1.80214E-001,1.89017E-010,0.00000E+000,1.80000E-001,8.00223E-005,4,..........., 0.01
715,143.2,1.90214E-001,2.01018E-010,0.00000E+000,1.90000E-001,8.00223E-005,4,..........., 0.01
716,143.4,2.00014E-001,2.09018E-010,0.00000E+000,2.00000E-001,8.00223E-005,4,..........., 0.01
717,143.6,2.10014E-001,2.19018E-010,0.00000E+000,2.10000E-001,-3.19978E-004,4,..........., 0.01
718,143.8,2.20014E-001,2.25018E-010,0.00000E+000,2.20000E-001,8.00223E-005,4,..........., 0.01
719,144,2.30014E-001,2.35019E-010,0.00000E+000,2.30000E-001,8.00223E-005,4,..........., 0.01
720,144.2,2.39814E-001,2.39019E-010,0.00000E+000,2.40000E-001,8.00223E-005,4,..........., 0.01
721,144.4,2.49914E-001,2.43019E-010,0.00000E+000,2.50000E-001,8.00223E-005,4,..........., 0.01
722,144.6,2.59914E-001,2.47019E-010,0.00000E+000,2.60000E-001,-2.19978E-004,4,..........., 0.01
723,144.8,2.69814E-001,2.39019E-010,0.00000E+000,2.70000E-001,8.00223E-005,4,..........., 0.01
724,145,2.80014E-001,2.41019E-010,0.00000E+000,2.80000E-001,8.00223E-005,4,..........., 0.01
725,145.2,2.90014E-001,2.45019E-010,0.00000E+000,2.90000E-001,8.00223E-005,4,..........., 0.01
726,145.4,3.00014E-001,2.41019E-010,0.00000E+000,3.00000E-001,8.00223E-005,4,..........., 0.01
727,145.6,3.10014E-001,2.47019E-010,0.00000E+000,3.10000E-001,-4.19978E-004,4,..........., 0.01
728,145.8,3.20014E-001,2.39019E-010,0.00000E+000,3.20000E-001,8.00223E-005,4,..........., 0.01
729,146,3.30014E-001,2.33019E-010,0.00000E+000,3.30000E-001,8.00223E-005,4,..........., 0.01
730,146.2,3.40214E-001,2.21018E-010,0.00000E+000,3.40000E-001,8.00223E-005,4,..........., 0.01
731,146.4,3.49814E-001,2.19018E-010,0.00000E+000,3.50000E-001,8.00223E-005,4,..........., 0.01
732,146.6,3.60014E-001,2.15018E-010,0.00000E+000,3.60000E-001,8.00223E-005,4,..........., 0.01
733,146.8,3.70014E-001,2.15018E-010,0.00000E+000,3.70000E-001,8.00223E-005,4,..........., 0.01
734,147,3.80014E-001,2.15018E-010,0.00000E+000,3.80000E-001,-2.19978E-004,4,..........., 0.01
735,147.2,3.90014E-001,2.05018E-010,0.00000E+000,3.90000E-001,8.00223E-005,4,..........., 0.01
736,147.4,4.00014E-001,2.05018E-010,0.00000E+000,4.00000E-001,-3.19978E-004,4,..........., 0.01
737,147.6,4.10014E-001,2.01018E-010,0.00000E+000,4.10000E-001,8.00223E-005,4,..........., 0.01
738,147.8,4.20014E-001,2.01018E-010,0.00000E+000,4.20000E-001,8.00223E-005,4,..........., 0.01
